"Time","Grouped CPU Load"
2025-04-03 08:59:40,30.6%
2025-04-03 08:59:50,36.3%
2025-04-03 09:00:00,36.2%
2025-04-03 09:00:10,36.0%
2025-04-03 09:00:20,36.4%
2025-04-03 09:00:30,35.9%
2025-04-03 09:00:40,36.4%
2025-04-03 09:00:50,35.5%
2025-04-03 09:01:00,35.8%
2025-04-03 09:01:10,35.4%
2025-04-03 09:01:20,35.8%
2025-04-03 09:01:30,36.0%
2025-04-03 09:01:40,36.6%
2025-04-03 09:01:50,35.7%
2025-04-03 09:02:00,35.9%
2025-04-03 09:02:10,35.5%
2025-04-03 09:02:20,36.2%
2025-04-03 09:02:30,35.3%
2025-04-03 09:02:40,36.7%
2025-04-03 09:02:50,35.8%
2025-04-03 09:03:00,36.2%
2025-04-03 09:03:10,35.8%
2025-04-03 09:03:20,36.4%
2025-04-03 09:03:30,35.9%
2025-04-03 09:03:40,36.4%
2025-04-03 09:03:50,36.6%
2025-04-03 09:04:00,36.1%
2025-04-03 09:04:10,36.3%
2025-04-03 09:04:20,36.1%
2025-04-03 09:04:30,36.4%
2025-04-03 09:04:40,37.0%
