"Time","Grouped CPU Load"
2025-04-03 13:10:25,60.5%
2025-04-03 13:10:30,62.8%
2025-04-03 13:10:35,56.5%
2025-04-03 13:10:40,59.8%
2025-04-03 13:10:45,63.0%
2025-04-03 13:10:50,63.1%
2025-04-03 13:10:55,61.8%
2025-04-03 13:11:00,63.9%
2025-04-03 13:11:05,62.6%
2025-04-03 13:11:10,61.0%
2025-04-03 13:11:15,63.1%
2025-04-03 13:11:20,62.6%
2025-04-03 13:11:25,63.6%
2025-04-03 13:11:30,64.3%
2025-04-03 13:11:35,62.0%
2025-04-03 13:11:40,45.9%
2025-04-03 13:11:45,54.7%
2025-04-03 13:11:50,61.8%
2025-04-03 13:11:55,63.0%
2025-04-03 13:12:00,62.5%
2025-04-03 13:12:05,62.8%
2025-04-03 13:12:10,63.6%
2025-04-03 13:12:15,64.6%
2025-04-03 13:12:20,62.3%
2025-04-03 13:12:25,63.2%
2025-04-03 13:12:30,64.2%
2025-04-03 13:12:35,61.9%
2025-04-03 13:12:40,77.0%
2025-04-03 13:12:45,78.8%
2025-04-03 13:12:50,50.0%
2025-04-03 13:12:55,58.0%
2025-04-03 13:13:00,78.8%
2025-04-03 13:13:05,77.8%
2025-04-03 13:13:10,59.5%
2025-04-03 13:13:15,60.4%
2025-04-03 13:13:20,82.3%
2025-04-03 13:13:25,72.3%
2025-04-03 13:13:30,56.0%
2025-04-03 13:13:35,56.0%
2025-04-03 13:13:40,82.1%
2025-04-03 13:13:45,69.5%
2025-04-03 13:13:50,62.3%
2025-04-03 13:13:55,75.0%
2025-04-03 13:14:00,52.6%
2025-04-03 13:14:05,77.5%
2025-04-03 13:14:10,68.7%
2025-04-03 13:14:15,58.4%
2025-04-03 13:14:20,69.1%
2025-04-03 13:14:25,82.4%
2025-04-03 13:14:30,53.7%
2025-04-03 13:14:35,54.4%
2025-04-03 13:14:40,75.8%
2025-04-03 13:14:45,55.0%
2025-04-03 13:14:50,56.1%
2025-04-03 13:14:55,62.3%
2025-04-03 13:15:00,62.1%
2025-04-03 13:15:05,62.0%
2025-04-03 13:15:10,62.5%
2025-04-03 13:15:15,58.3%
2025-04-03 13:15:20,56.6%
2025-04-03 13:15:25,53.4%
