"Time","Grouped CPU Load"
2025-04-03 13:47:45,63.8%
2025-04-03 13:47:50,64.1%
2025-04-03 13:47:55,63.4%
2025-04-03 13:48:00,62.9%
2025-04-03 13:48:05,63.5%
2025-04-03 13:48:10,65.3%
2025-04-03 13:48:15,64.7%
2025-04-03 13:48:20,62.5%
2025-04-03 13:48:25,65.7%
2025-04-03 13:48:30,62.2%
2025-04-03 13:48:35,47.9%
2025-04-03 13:48:40,60.4%
2025-04-03 13:48:45,63.1%
2025-04-03 13:48:50,63.9%
2025-04-03 13:48:55,63.1%
2025-04-03 13:49:00,65.2%
2025-04-03 13:49:05,65.3%
2025-04-03 13:49:10,62.4%
2025-04-03 13:49:15,63.3%
2025-04-03 13:49:20,63.7%
2025-04-03 13:49:25,63.7%
2025-04-03 13:49:30,65.6%
2025-04-03 13:49:35,77.1%
2025-04-03 13:49:40,74.8%
2025-04-03 13:49:45,50.8%
2025-04-03 13:49:50,70.4%
2025-04-03 13:49:55,82.4%
2025-04-03 13:50:00,66.3%
2025-04-03 13:50:05,50.1%
2025-04-03 13:50:10,79.4%
2025-04-03 13:50:15,82.7%
2025-04-03 13:50:20,52.0%
2025-04-03 13:50:25,54.3%
2025-04-03 13:50:30,84.4%
2025-04-03 13:50:35,68.1%
2025-04-03 13:50:40,56.2%
2025-04-03 13:50:45,63.4%
2025-04-03 13:50:50,69.2%
2025-04-03 13:50:55,64.2%
2025-04-03 13:51:00,65.3%
2025-04-03 13:51:05,64.3%
2025-04-03 13:51:10,61.9%
2025-04-03 13:51:15,63.8%
2025-04-03 13:51:20,62.1%
2025-04-03 13:51:25,68.0%
2025-04-03 13:51:30,64.6%
2025-04-03 13:51:35,69.6%
2025-04-03 13:51:40,71.7%
2025-04-03 13:51:45,64.0%
2025-04-03 13:51:50,64.0%
2025-04-03 13:51:55,67.8%
2025-04-03 13:52:00,63.8%
2025-04-03 13:52:05,66.7%
2025-04-03 13:52:10,63.8%
2025-04-03 13:52:15,62.7%
2025-04-03 13:52:20,68.9%
2025-04-03 13:52:25,63.1%
2025-04-03 13:52:30,67.1%
2025-04-03 13:52:35,57.3%
2025-04-03 13:52:40,57.6%
2025-04-03 13:52:45,65.3%
