"Time","Grouped CPU Load"
2025-04-03 13:23:15,62.3%
2025-04-03 13:23:20,53.0%
2025-04-03 13:23:25,62.0%
2025-04-03 13:23:30,63.7%
2025-04-03 13:23:35,63.5%
2025-04-03 13:23:40,63.5%
2025-04-03 13:23:45,64.8%
2025-04-03 13:23:50,64.1%
2025-04-03 13:23:55,61.4%
2025-04-03 13:24:00,62.2%
2025-04-03 13:24:05,54.7%
2025-04-03 13:24:10,62.2%
2025-04-03 13:24:15,63.2%
2025-04-03 13:24:20,65.7%
2025-04-03 13:24:25,63.2%
2025-04-03 13:24:30,65.1%
2025-04-03 13:24:35,57.2%
2025-04-03 13:24:40,58.0%
2025-04-03 13:24:45,57.1%
2025-04-03 13:24:50,59.5%
2025-04-03 13:24:55,57.7%
2025-04-03 13:25:00,59.7%
2025-04-03 13:25:05,58.2%
2025-04-03 13:25:10,52.6%
2025-04-03 13:25:15,55.0%
2025-04-03 13:25:20,60.3%
2025-04-03 13:25:25,61.3%
2025-04-03 13:25:30,59.7%
2025-04-03 13:25:35,64.1%
2025-04-03 13:25:40,62.2%
2025-04-03 13:25:45,66.1%
2025-04-03 13:25:50,62.1%
2025-04-03 13:25:55,65.7%
2025-04-03 13:26:00,64.7%
2025-04-03 13:26:05,62.3%
2025-04-03 13:26:10,83.2%
2025-04-03 13:26:15,60.3%
2025-04-03 13:26:20,59.3%
2025-04-03 13:26:25,75.4%
2025-04-03 13:26:30,65.8%
2025-04-03 13:26:35,53.4%
2025-04-03 13:26:40,67.3%
2025-04-03 13:26:45,71.3%
2025-04-03 13:26:50,58.2%
2025-04-03 13:26:55,51.8%
2025-04-03 13:27:00,82.6%
2025-04-03 13:27:05,73.8%
2025-04-03 13:27:10,54.5%
2025-04-03 13:27:15,58.6%
2025-04-03 13:27:20,59.9%
2025-04-03 13:27:25,62.3%
2025-04-03 13:27:30,62.8%
2025-04-03 13:27:35,64.3%
2025-04-03 13:27:40,63.4%
2025-04-03 13:27:45,63.3%
2025-04-03 13:27:50,64.6%
2025-04-03 13:27:55,63.7%
2025-04-03 13:28:00,62.6%
2025-04-03 13:28:05,64.3%
2025-04-03 13:28:10,61.9%
2025-04-03 13:28:15,60.7%
