"Time","Grouped CPU Load"
2025-04-03 13:02:10,61.8%
2025-04-03 13:02:15,64.2%
2025-04-03 13:02:20,63.0%
2025-04-03 13:02:25,62.9%
2025-04-03 13:02:30,64.3%
2025-04-03 13:02:35,63.7%
2025-04-03 13:02:40,60.1%
2025-04-03 13:02:45,63.9%
2025-04-03 13:02:50,64.2%
2025-04-03 13:02:55,57.3%
2025-04-03 13:03:00,67.4%
2025-04-03 13:03:05,59.6%
2025-04-03 13:03:10,65.5%
2025-04-03 13:03:15,67.8%
2025-04-03 13:03:20,63.7%
2025-04-03 13:03:25,59.0%
2025-04-03 13:03:30,63.6%
2025-04-03 13:03:35,62.9%
2025-04-03 13:03:40,58.4%
2025-04-03 13:03:45,54.3%
2025-04-03 13:03:50,60.3%
2025-04-03 13:03:55,68.6%
2025-04-03 13:04:00,61.7%
2025-04-03 13:04:05,65.4%
2025-04-03 13:04:10,65.2%
2025-04-03 13:04:15,64.5%
2025-04-03 13:04:20,63.6%
2025-04-03 13:04:25,62.1%
2025-04-03 13:04:30,62.6%
2025-04-03 13:04:35,63.8%
2025-04-03 13:04:40,62.1%
2025-04-03 13:04:45,65.8%
2025-04-03 13:04:50,62.9%
2025-04-03 13:04:55,63.7%
2025-04-03 13:05:00,69.5%
2025-04-03 13:05:05,65.4%
2025-04-03 13:05:10,57.5%
2025-04-03 13:05:15,67.5%
2025-04-03 13:05:20,61.2%
2025-04-03 13:05:25,48.9%
2025-04-03 13:05:30,68.7%
2025-04-03 13:05:35,62.2%
2025-04-03 13:05:40,52.3%
2025-04-03 13:05:45,60.5%
2025-04-03 13:05:50,63.6%
2025-04-03 13:05:55,53.8%
2025-04-03 13:06:00,62.9%
2025-04-03 13:06:05,64.7%
2025-04-03 13:06:10,58.4%
2025-04-03 13:06:15,60.8%
2025-04-03 13:06:20,61.9%
2025-04-03 13:06:25,64.1%
2025-04-03 13:06:30,71.8%
2025-04-03 13:06:35,65.4%
2025-04-03 13:06:40,63.7%
2025-04-03 13:06:45,68.7%
2025-04-03 13:06:50,69.1%
2025-04-03 13:06:55,58.3%
2025-04-03 13:07:00,67.8%
2025-04-03 13:07:05,67.2%
2025-04-03 13:07:10,66.5%
