"Time","Grouped CPU Load"
2025-04-02 11:39:20,31.8%
2025-04-02 11:39:30,57.5%
2025-04-02 11:39:40,57.8%
2025-04-02 11:39:50,57.3%
2025-04-02 11:40:00,58.5%
2025-04-02 11:40:10,57.8%
2025-04-02 11:40:20,57.6%
2025-04-02 11:40:30,55.6%
2025-04-02 11:40:40,56.2%
2025-04-02 11:40:50,56.5%
2025-04-02 11:41:00,56.3%
2025-04-02 11:41:10,56.6%
2025-04-02 11:41:20,55.4%
2025-04-02 11:41:30,55.8%
2025-04-02 11:41:40,56.5%
2025-04-02 11:41:50,56.3%
2025-04-02 11:42:00,58.6%
2025-04-02 11:42:10,58.7%
2025-04-02 11:42:20,56.3%
2025-04-02 11:42:30,56.1%
2025-04-02 11:42:40,56.4%
2025-04-02 11:42:50,56.4%
2025-04-02 11:43:00,56.5%
2025-04-02 11:43:10,55.9%
2025-04-02 11:43:20,53.8%
2025-04-02 11:43:30,56.2%
2025-04-02 11:43:40,56.4%
2025-04-02 11:43:50,56.7%
2025-04-02 11:44:00,56.9%
2025-04-02 11:44:10,58.1%
2025-04-02 11:44:20,56.4%
