"Time","Grouped CPU Load"
2025-04-03 12:03:30,24.9%
2025-04-03 12:03:40,27.4%
2025-04-03 12:03:50,27.1%
2025-04-03 12:04:00,27.5%
2025-04-03 12:04:10,26.9%
2025-04-03 12:04:20,27.7%
2025-04-03 12:04:30,25.9%
2025-04-03 12:04:40,27.5%
2025-04-03 12:04:50,27.4%
2025-04-03 12:05:00,26.7%
2025-04-03 12:05:10,27.5%
2025-04-03 12:05:20,26.8%
2025-04-03 12:05:30,27.4%
2025-04-03 12:05:40,27.4%
2025-04-03 12:05:50,26.9%
2025-04-03 12:06:00,28.3%
2025-04-03 12:06:10,27.2%
2025-04-03 12:06:20,27.0%
2025-04-03 12:06:30,28.1%
2025-04-03 12:06:40,27.9%
2025-04-03 12:06:50,27.4%
2025-04-03 12:07:00,29.0%
2025-04-03 12:07:10,28.3%
2025-04-03 12:07:20,27.5%
2025-04-03 12:07:30,28.4%
2025-04-03 12:07:40,28.0%
2025-04-03 12:07:50,27.0%
2025-04-03 12:08:00,27.7%
2025-04-03 12:08:10,28.3%
2025-04-03 12:08:20,27.8%
2025-04-03 12:08:30,26.9%
