"Time","power {formula=""RAPL_ENERGY_PKG"", ratio=""1.0"", scope=""cpu"", sensor=""sensor"", socket=""0"", target=""rapl""}"
2025-04-07 10:43:55,7.85 W
2025-04-07 10:44:00,7.66 W
2025-04-07 10:44:05,7.53 W
2025-04-07 10:44:10,7.70 W
2025-04-07 10:44:15,7.48 W
2025-04-07 10:44:20,7.75 W
2025-04-07 10:44:25,7.53 W
2025-04-07 10:44:30,7.47 W
2025-04-07 10:44:35,7.53 W
2025-04-07 10:44:40,7.52 W
2025-04-07 10:44:45,7.64 W
2025-04-07 10:44:50,7.52 W
2025-04-07 10:44:55,7.82 W
2025-04-07 10:45:00,7.84 W
2025-04-07 10:45:05,7.72 W
2025-04-07 10:45:10,7.66 W
2025-04-07 10:45:15,7.81 W
2025-04-07 10:45:20,7.72 W
2025-04-07 10:45:25,7.77 W
2025-04-07 10:45:30,7.64 W
2025-04-07 10:45:35,7.69 W
2025-04-07 10:45:40,7.66 W
2025-04-07 10:45:45,7.55 W
2025-04-07 10:45:50,7.79 W
2025-04-07 10:45:55,7.82 W
2025-04-07 10:46:00,7.52 W
2025-04-07 10:46:05,7.79 W
2025-04-07 10:46:10,7.67 W
2025-04-07 10:46:15,7.63 W
2025-04-07 10:46:20,7.70 W
2025-04-07 10:46:25,7.65 W
2025-04-07 10:46:30,7.72 W
2025-04-07 10:46:36,7.71 W
2025-04-07 10:46:41,7.63 W
2025-04-07 10:46:46,7.47 W
2025-04-07 10:46:51,7.70 W
2025-04-07 10:46:56,7.78 W
2025-04-07 10:47:01,7.84 W
2025-04-07 10:47:06,7.80 W
2025-04-07 10:47:11,7.96 W
2025-04-07 10:47:16,7.73 W
2025-04-07 10:47:21,7.72 W
2025-04-07 10:47:26,7.67 W
2025-04-07 10:47:31,7.90 W
2025-04-07 10:47:36,7.77 W
2025-04-07 10:47:41,7.78 W
2025-04-07 10:47:46,7.52 W
2025-04-07 10:47:51,7.64 W
2025-04-07 10:47:56,7.60 W
2025-04-07 10:48:01,7.81 W
2025-04-07 10:48:06,7.49 W
2025-04-07 10:48:11,8.09 W
2025-04-07 10:48:16,7.76 W
2025-04-07 10:48:21,7.57 W
2025-04-07 10:48:26,7.80 W
