"Time","power {formula=""RAPL_ENERGY_PKG"", ratio=""1.0"", scope=""cpu"", sensor=""sensor"", socket=""0"", target=""rapl""}"
2025-04-03 09:51:04,7.86 W
2025-04-03 09:51:09,7.71 W
2025-04-03 09:51:14,7.71 W
2025-04-03 09:51:19,7.55 W
2025-04-03 09:51:24,7.55 W
2025-04-03 09:51:29,6.94 W
2025-04-03 09:51:34,7.76 W
2025-04-03 09:51:39,7.50 W
2025-04-03 09:51:44,6.94 W
2025-04-03 09:51:49,7.44 W
2025-04-03 09:51:54,6.74 W
2025-04-03 09:51:59,7.52 W
2025-04-03 09:52:04,6.80 W
2025-04-03 09:52:09,6.86 W
2025-04-03 09:52:14,6.72 W
2025-04-03 09:52:19,6.85 W
2025-04-03 09:52:24,6.78 W
2025-04-03 09:52:29,7.59 W
2025-04-03 09:52:34,6.94 W
2025-04-03 09:52:39,6.88 W
2025-04-03 09:52:44,7.57 W
2025-04-03 09:52:49,6.89 W
2025-04-03 09:52:54,6.78 W
2025-04-03 09:52:59,6.96 W
2025-04-03 09:53:04,6.87 W
2025-04-03 09:53:09,6.77 W
2025-04-03 09:53:14,6.79 W
2025-04-03 09:53:19,6.94 W
2025-04-03 09:53:24,7.61 W
2025-04-03 09:53:29,6.95 W
2025-04-03 09:53:34,6.99 W
2025-04-03 09:53:39,6.76 W
2025-04-03 09:53:44,7.56 W
2025-04-03 09:53:49,7.60 W
2025-04-03 09:53:54,7.59 W
2025-04-03 09:53:59,7.63 W
2025-04-03 09:54:04,6.85 W
2025-04-03 09:54:09,7.66 W
2025-04-03 09:54:14,7.61 W
2025-04-03 09:54:19,7.66 W
2025-04-03 09:54:24,6.75 W
2025-04-03 09:54:29,6.78 W
2025-04-03 09:54:34,6.94 W
2025-04-03 09:54:39,7.50 W
2025-04-03 09:54:44,7.69 W
2025-04-03 09:54:49,7.76 W
2025-04-03 09:54:54,7.68 W
2025-04-03 09:54:59,7.71 W
2025-04-03 09:55:04,7.65 W
2025-04-03 09:55:09,7.65 W
2025-04-03 09:55:14,7.77 W
2025-04-03 09:55:19,7.66 W
2025-04-03 09:55:24,7.65 W
2025-04-03 09:55:29,7.57 W
2025-04-03 09:55:34,7.57 W
