"Time","Grouped CPU Load"
2025-04-03 10:22:35,72.2%
2025-04-03 10:22:40,73.5%
2025-04-03 10:22:45,75.0%
2025-04-03 10:22:50,73.6%
2025-04-03 10:22:55,64.4%
2025-04-03 10:23:00,65.0%
2025-04-03 10:23:05,73.8%
2025-04-03 10:23:10,64.3%
2025-04-03 10:23:15,64.8%
2025-04-03 10:23:20,63.2%
2025-04-03 10:23:25,64.8%
2025-04-03 10:23:30,62.4%
2025-04-03 10:23:35,63.1%
2025-04-03 10:23:40,63.2%
2025-04-03 10:23:45,64.0%
2025-04-03 10:23:50,64.8%
2025-04-03 10:23:55,63.1%
2025-04-03 10:24:00,62.4%
2025-04-03 10:24:05,65.0%
2025-04-03 10:24:10,65.1%
2025-04-03 10:24:15,63.1%
2025-04-03 10:24:20,62.9%
2025-04-03 10:24:25,66.2%
2025-04-03 10:24:30,64.2%
2025-04-03 10:24:35,65.1%
2025-04-03 10:24:40,66.8%
2025-04-03 10:24:45,65.6%
2025-04-03 10:24:50,66.3%
2025-04-03 10:24:55,65.8%
2025-04-03 10:25:00,72.0%
2025-04-03 10:25:05,63.6%
2025-04-03 10:25:10,72.7%
2025-04-03 10:25:15,66.2%
2025-04-03 10:25:20,64.1%
2025-04-03 10:25:25,72.6%
2025-04-03 10:25:30,63.5%
2025-04-03 10:25:35,63.5%
2025-04-03 10:25:40,63.8%
2025-04-03 10:25:45,71.6%
2025-04-03 10:25:50,62.8%
2025-04-03 10:25:55,62.7%
2025-04-03 10:26:00,64.0%
2025-04-03 10:26:05,72.0%
2025-04-03 10:26:10,64.6%
2025-04-03 10:26:15,64.1%
2025-04-03 10:26:20,62.9%
2025-04-03 10:26:25,63.5%
2025-04-03 10:26:30,63.2%
2025-04-03 10:26:35,64.8%
2025-04-03 10:26:40,63.7%
2025-04-03 10:26:45,67.1%
2025-04-03 10:26:50,66.3%
2025-04-03 10:26:55,63.5%
2025-04-03 10:27:00,68.8%
2025-04-03 10:27:05,66.8%
2025-04-03 10:27:10,66.5%
2025-04-03 10:27:15,66.3%
2025-04-03 10:27:20,65.0%
2025-04-03 10:27:25,63.0%
2025-04-03 10:27:30,64.8%
2025-04-03 10:27:35,62.0%
