"Time","Grouped CPU Load"
2025-04-08 12:20:15,0.0129%
2025-04-08 12:20:30,0.00930%
2025-04-08 12:20:45,0.00958%
2025-04-08 12:21:00,0.00907%
2025-04-08 12:21:15,0.0120%
2025-04-08 12:21:30,0.00909%
2025-04-08 12:21:45,0.00892%
2025-04-08 12:22:00,0.00935%
2025-04-08 12:22:15,0.0122%
2025-04-08 12:22:30,0.00941%
2025-04-08 12:22:45,0.00945%
2025-04-08 12:23:00,0.00976%
2025-04-08 12:23:15,0.0129%
2025-04-08 12:23:30,0.00910%
2025-04-08 12:23:45,0.00969%
2025-04-08 12:24:00,0.00969%
2025-04-08 12:24:15,0.0112%
2025-04-08 12:24:30,0.00948%
2025-04-08 12:24:45,0.00914%
2025-04-08 12:25:00,0.00969%
2025-04-08 12:25:15,0.0121%
