"Time","power {formula=""RAPL_ENERGY_PKG"", ratio=""1.0"", scope=""cpu"", sensor=""sensor"", socket=""0"", target=""rapl""}"
2025-04-03 16:01:05,7.10 W
2025-04-03 16:01:10,7.01 W
2025-04-03 16:01:15,7.23 W
2025-04-03 16:01:20,7.08 W
2025-04-03 16:01:25,7.14 W
2025-04-03 16:01:30,6.99 W
2025-04-03 16:01:35,7.01 W
2025-04-03 16:01:40,6.97 W
2025-04-03 16:01:45,7.11 W
2025-04-03 16:01:50,7.10 W
2025-04-03 16:01:55,6.92 W
2025-04-03 16:02:00,7.11 W
2025-04-03 16:02:05,7.09 W
2025-04-03 16:02:10,7.07 W
2025-04-03 16:02:15,7.01 W
2025-04-03 16:02:20,6.88 W
2025-04-03 16:02:25,6.95 W
2025-04-03 16:02:30,6.97 W
2025-04-03 16:02:35,6.82 W
2025-04-03 16:02:40,6.95 W
2025-04-03 16:02:45,6.95 W
2025-04-03 16:02:50,7.12 W
2025-04-03 16:02:55,7.06 W
2025-04-03 16:03:00,7.14 W
2025-04-03 16:03:05,7.05 W
2025-04-03 16:03:10,6.94 W
2025-04-03 16:03:15,6.97 W
2025-04-03 16:03:20,6.89 W
2025-04-03 16:03:25,7.03 W
2025-04-03 16:03:30,7.07 W
2025-04-03 16:03:35,7.12 W
2025-04-03 16:03:40,7.06 W
2025-04-03 16:03:45,7.08 W
2025-04-03 16:03:50,7.01 W
2025-04-03 16:03:55,7.06 W
2025-04-03 16:04:00,6.85 W
2025-04-03 16:04:05,7.07 W
2025-04-03 16:04:10,7.00 W
2025-04-03 16:04:15,6.89 W
2025-04-03 16:04:20,7.03 W
2025-04-03 16:04:25,6.98 W
2025-04-03 16:04:30,6.92 W
2025-04-03 16:04:35,6.89 W
2025-04-03 16:04:40,6.81 W
2025-04-03 16:04:45,6.97 W
2025-04-03 16:04:50,7.14 W
2025-04-03 16:04:55,6.99 W
2025-04-03 16:05:00,6.76 W
2025-04-03 16:05:05,6.79 W
2025-04-03 16:05:10,7.05 W
2025-04-03 16:05:15,6.95 W
2025-04-03 16:05:20,7.00 W
2025-04-03 16:05:25,7.07 W
2025-04-03 16:05:30,6.87 W
2025-04-03 16:05:35,6.97 W
