"Time","Grouped CPU Load"
2025-04-02 09:56:40,45.8%
2025-04-02 09:56:50,58.4%
2025-04-02 09:57:00,58.9%
2025-04-02 09:57:10,58.6%
2025-04-02 09:57:20,58.9%
2025-04-02 09:57:30,58.4%
2025-04-02 09:57:40,57.5%
2025-04-02 09:57:50,58.6%
2025-04-02 09:58:00,58.4%
2025-04-02 09:58:10,57.7%
2025-04-02 09:58:20,56.4%
2025-04-02 09:58:30,55.1%
2025-04-02 09:58:40,56.4%
2025-04-02 09:58:50,57.6%
2025-04-02 09:59:00,55.6%
2025-04-02 09:59:10,56.2%
2025-04-02 09:59:20,58.2%
2025-04-02 09:59:30,57.8%
2025-04-02 09:59:40,57.4%
2025-04-02 09:59:50,58.7%
2025-04-02 10:00:00,58.1%
2025-04-02 10:00:10,58.3%
2025-04-02 10:00:20,56.5%
2025-04-02 10:00:30,58.4%
2025-04-02 10:00:40,57.2%
2025-04-02 10:00:50,57.1%
2025-04-02 10:01:00,59.1%
2025-04-02 10:01:10,56.1%
2025-04-02 10:01:20,56.7%
2025-04-02 10:01:30,56.6%
2025-04-02 10:01:40,56.2%
