"Time","Grouped CPU Load"
2025-04-02 10:05:30,8.01%
2025-04-02 10:05:40,59.2%
2025-04-02 10:05:50,59.2%
2025-04-02 10:06:00,59.1%
2025-04-02 10:06:10,59.3%
2025-04-02 10:06:20,59.3%
2025-04-02 10:06:30,58.9%
2025-04-02 10:06:40,57.8%
2025-04-02 10:06:50,56.1%
2025-04-02 10:07:00,57.2%
2025-04-02 10:07:10,57.2%
2025-04-02 10:07:20,57.0%
2025-04-02 10:07:30,56.8%
2025-04-02 10:07:40,57.1%
2025-04-02 10:07:50,58.8%
2025-04-02 10:08:00,57.6%
2025-04-02 10:08:10,55.9%
2025-04-02 10:08:20,57.5%
2025-04-02 10:08:30,56.6%
2025-04-02 10:08:40,56.7%
2025-04-02 10:08:50,58.3%
2025-04-02 10:09:00,57.5%
2025-04-02 10:09:10,58.4%
2025-04-02 10:09:20,56.8%
2025-04-02 10:09:30,56.9%
2025-04-02 10:09:40,53.1%
2025-04-02 10:09:50,53.5%
2025-04-02 10:10:00,56.7%
2025-04-02 10:10:10,57.0%
2025-04-02 10:10:20,55.8%
2025-04-02 10:10:30,57.2%
