"Time","Grouped CPU Load"
2025-04-02 12:40:40,57.2%
2025-04-02 12:40:50,58.9%
2025-04-02 12:41:00,58.4%
2025-04-02 12:41:10,59.3%
2025-04-02 12:41:20,59.2%
2025-04-02 12:41:30,59.1%
2025-04-02 12:41:40,57.2%
2025-04-02 12:41:50,58.2%
2025-04-02 12:42:00,58.8%
2025-04-02 12:42:10,58.5%
2025-04-02 12:42:20,56.9%
2025-04-02 12:42:30,59.3%
2025-04-02 12:42:40,57.0%
2025-04-02 12:42:50,56.2%
2025-04-02 12:43:00,57.2%
2025-04-02 12:43:10,57.7%
2025-04-02 12:43:20,57.8%
2025-04-02 12:43:30,57.6%
2025-04-02 12:43:40,55.7%
2025-04-02 12:43:50,57.3%
2025-04-02 12:44:00,57.0%
2025-04-02 12:44:10,57.8%
2025-04-02 12:44:20,57.8%
2025-04-02 12:44:30,57.5%
2025-04-02 12:44:40,56.3%
2025-04-02 12:44:50,56.2%
2025-04-02 12:45:00,55.7%
2025-04-02 12:45:10,55.1%
2025-04-02 12:45:20,55.5%
2025-04-02 12:45:30,54.4%
2025-04-02 12:45:40,54.1%
