"Time","power {formula=""RAPL_ENERGY_PKG"", ratio=""1.0"", scope=""cpu"", sensor=""sensor"", socket=""0"", target=""rapl""}"
2025-04-13 13:15:26,6.86 W
2025-04-13 13:15:31,6.69 W
2025-04-13 13:15:36,5.75 W
2025-04-13 13:15:41,5.87 W
2025-04-13 13:15:46,5.87 W
2025-04-13 13:15:51,6.62 W
2025-04-13 13:15:56,6.36 W
2025-04-13 13:16:01,5.05 W
2025-04-13 13:16:06,5.36 W
2025-04-13 13:16:11,5.47 W
2025-04-13 13:16:16,5.43 W
2025-04-13 13:16:21,5.41 W
2025-04-13 13:16:26,5.50 W
2025-04-13 13:16:31,5.33 W
2025-04-13 13:16:36,5.41 W
2025-04-13 13:16:41,5.36 W
2025-04-13 13:16:46,5.48 W
2025-04-13 13:16:51,5.35 W
2025-04-13 13:16:56,5.43 W
2025-04-13 13:17:01,5.48 W
2025-04-13 13:17:06,5.69 W
2025-04-13 13:17:11,5.52 W
2025-04-13 13:17:16,5.38 W
2025-04-13 13:17:21,5.41 W
2025-04-13 13:17:26,5.56 W
2025-04-13 13:17:31,5.39 W
2025-04-13 13:17:36,5.42 W
2025-04-13 13:17:41,5.38 W
2025-04-13 13:17:46,5.34 W
2025-04-13 13:17:51,5.42 W
2025-04-13 13:17:56,5.35 W
2025-04-13 13:18:01,5.57 W
2025-04-13 13:18:06,5.60 W
2025-04-13 13:18:11,5.55 W
2025-04-13 13:18:16,5.47 W
2025-04-13 13:18:21,5.39 W
2025-04-13 13:18:26,5.45 W
2025-04-13 13:18:31,5.38 W
2025-04-13 13:18:36,5.39 W
2025-04-13 13:18:41,5.28 W
2025-04-13 13:18:46,5.36 W
2025-04-13 13:18:51,5.37 W
2025-04-13 13:18:56,5.51 W
2025-04-13 13:19:01,5.39 W
2025-04-13 13:19:06,5.57 W
2025-04-13 13:19:11,5.49 W
2025-04-13 13:19:16,5.37 W
2025-04-13 13:19:21,5.25 W
2025-04-13 13:19:26,5.45 W
2025-04-13 13:19:31,5.37 W
2025-04-13 13:19:36,5.38 W
2025-04-13 13:19:41,5.26 W
2025-04-13 13:19:46,5.40 W
2025-04-13 13:19:51,5.28 W
2025-04-13 13:19:56,5.27 W
