"Time","Grouped CPU Load"
2025-04-14 10:21:45,77.6%
2025-04-14 10:21:50,75.9%
2025-04-14 10:21:55,78.8%
2025-04-14 10:22:00,78.5%
2025-04-14 10:22:05,78.7%
2025-04-14 10:22:10,76.4%
2025-04-14 10:22:15,76.8%
2025-04-14 10:22:20,77.6%
2025-04-14 10:22:25,78.7%
2025-04-14 10:22:30,78.4%
2025-04-14 10:22:35,73.9%
2025-04-14 10:22:40,78.3%
2025-04-14 10:22:45,78.5%
2025-04-14 10:22:50,78.0%
2025-04-14 10:22:55,76.1%
2025-04-14 10:23:00,79.0%
2025-04-14 10:23:05,77.8%
2025-04-14 10:23:10,78.5%
2025-04-14 10:23:15,78.9%
2025-04-14 10:23:20,78.5%
2025-04-14 10:23:25,79.1%
2025-04-14 10:23:30,76.9%
2025-04-14 10:23:35,79.2%
2025-04-14 10:23:40,74.5%
2025-04-14 10:23:45,76.9%
2025-04-14 10:23:50,76.7%
2025-04-14 10:23:55,79.9%
2025-04-14 10:24:00,78.5%
2025-04-14 10:24:05,79.4%
2025-04-14 10:24:10,77.9%
2025-04-14 10:24:15,79.4%
2025-04-14 10:24:20,78.0%
2025-04-14 10:24:25,76.5%
2025-04-14 10:24:30,77.9%
2025-04-14 10:24:35,76.3%
2025-04-14 10:24:40,80.0%
2025-04-14 10:24:45,77.5%
2025-04-14 10:24:50,77.0%
2025-04-14 10:24:55,77.0%
2025-04-14 10:25:00,79.0%
2025-04-14 10:25:05,79.1%
2025-04-14 10:25:10,79.3%
2025-04-14 10:25:15,78.9%
2025-04-14 10:25:20,80.6%
2025-04-14 10:25:25,79.4%
2025-04-14 10:25:30,77.7%
2025-04-14 10:25:35,76.0%
2025-04-14 10:25:40,76.7%
2025-04-14 10:25:45,77.8%
2025-04-14 10:25:50,77.1%
2025-04-14 10:25:55,77.7%
2025-04-14 10:26:00,79.2%
2025-04-14 10:26:05,79.6%
2025-04-14 10:26:10,80.7%
2025-04-14 10:26:15,80.4%
2025-04-14 10:26:20,75.0%
2025-04-14 10:26:25,78.2%
2025-04-14 10:26:30,77.1%
2025-04-14 10:26:35,74.9%
2025-04-14 10:26:40,75.6%
2025-04-14 10:26:45,76.2%
