"Time","Grouped CPU Load"
2025-04-02 12:48:50,38.5%
2025-04-02 12:49:00,56.8%
2025-04-02 12:49:10,58.3%
2025-04-02 12:49:20,58.2%
2025-04-02 12:49:30,57.8%
2025-04-02 12:49:40,58.3%
2025-04-02 12:49:50,55.6%
2025-04-02 12:50:00,56.8%
2025-04-02 12:50:10,58.7%
2025-04-02 12:50:20,58.0%
2025-04-02 12:50:30,57.4%
2025-04-02 12:50:40,58.2%
2025-04-02 12:50:50,56.6%
2025-04-02 12:51:00,57.6%
2025-04-02 12:51:10,57.6%
2025-04-02 12:51:20,58.5%
2025-04-02 12:51:30,58.4%
2025-04-02 12:51:40,59.3%
2025-04-02 12:51:50,56.7%
2025-04-02 12:52:00,57.6%
2025-04-02 12:52:10,57.4%
2025-04-02 12:52:20,58.0%
2025-04-02 12:52:30,58.2%
2025-04-02 12:52:40,58.1%
2025-04-02 12:52:50,53.8%
2025-04-02 12:53:00,56.0%
2025-04-02 12:53:10,56.5%
2025-04-02 12:53:20,56.2%
2025-04-02 12:53:30,57.2%
2025-04-02 12:53:40,56.9%
2025-04-02 12:53:50,55.2%
