"Time","Grouped CPU Load"
2025-04-02 12:30:20,39.7%
2025-04-02 12:30:30,58.4%
2025-04-02 12:30:40,58.4%
2025-04-02 12:30:50,58.2%
2025-04-02 12:31:00,58.9%
2025-04-02 12:31:10,58.7%
2025-04-02 12:31:20,56.6%
2025-04-02 12:31:30,57.9%
2025-04-02 12:31:40,57.9%
2025-04-02 12:31:50,58.6%
2025-04-02 12:32:00,57.2%
2025-04-02 12:32:10,58.3%
2025-04-02 12:32:20,56.4%
2025-04-02 12:32:30,56.8%
2025-04-02 12:32:40,57.0%
2025-04-02 12:32:50,57.8%
2025-04-02 12:33:00,58.0%
2025-04-02 12:33:10,56.6%
2025-04-02 12:33:20,55.3%
2025-04-02 12:33:30,55.4%
2025-04-02 12:33:40,55.9%
2025-04-02 12:33:50,56.5%
2025-04-02 12:34:00,56.5%
2025-04-02 12:34:10,57.1%
2025-04-02 12:34:20,56.0%
2025-04-02 12:34:30,57.9%
2025-04-02 12:34:40,56.8%
2025-04-02 12:34:50,56.4%
2025-04-02 12:35:00,57.5%
2025-04-02 12:35:10,57.1%
2025-04-02 12:35:20,57.0%
