"Time","Grouped CPU Load"
2025-04-02 12:14:30,57.3%
2025-04-02 12:14:40,58.1%
2025-04-02 12:14:50,59.0%
2025-04-02 12:15:00,58.8%
2025-04-02 12:15:10,58.2%
2025-04-02 12:15:20,56.6%
2025-04-02 12:15:30,56.1%
2025-04-02 12:15:40,57.6%
2025-04-02 12:15:50,58.2%
2025-04-02 12:16:00,59.2%
2025-04-02 12:16:10,57.4%
2025-04-02 12:16:20,54.2%
2025-04-02 12:16:30,54.4%
2025-04-02 12:16:40,55.4%
2025-04-02 12:16:50,55.7%
2025-04-02 12:17:00,55.1%
2025-04-02 12:17:10,57.5%
2025-04-02 12:17:20,54.7%
2025-04-02 12:17:30,57.1%
2025-04-02 12:17:40,57.9%
2025-04-02 12:17:50,55.9%
2025-04-02 12:18:00,55.5%
2025-04-02 12:18:10,54.7%
2025-04-02 12:18:20,54.4%
2025-04-02 12:18:30,54.3%
2025-04-02 12:18:40,55.1%
2025-04-02 12:18:50,56.4%
2025-04-02 12:19:00,57.7%
2025-04-02 12:19:10,58.8%
2025-04-02 12:19:20,56.6%
2025-04-02 12:19:30,55.5%
