"Time","Grouped CPU Load"
2025-04-02 12:20:50,41.8%
2025-04-02 12:21:00,55.2%
2025-04-02 12:21:10,56.4%
2025-04-02 12:21:20,56.2%
2025-04-02 12:21:30,58.0%
2025-04-02 12:21:40,57.9%
2025-04-02 12:21:50,53.9%
2025-04-02 12:22:00,55.4%
2025-04-02 12:22:10,55.7%
2025-04-02 12:22:20,56.1%
2025-04-02 12:22:30,56.5%
2025-04-02 12:22:40,58.3%
2025-04-02 12:22:50,55.9%
2025-04-02 12:23:00,55.7%
2025-04-02 12:23:10,55.3%
2025-04-02 12:23:20,55.8%
2025-04-02 12:23:30,56.3%
2025-04-02 12:23:40,55.9%
2025-04-02 12:23:50,55.1%
2025-04-02 12:24:00,57.2%
2025-04-02 12:24:10,57.5%
2025-04-02 12:24:20,55.9%
2025-04-02 12:24:30,57.0%
2025-04-02 12:24:40,57.8%
2025-04-02 12:24:50,56.4%
2025-04-02 12:25:00,56.5%
2025-04-02 12:25:10,57.0%
2025-04-02 12:25:20,57.2%
2025-04-02 12:25:30,56.7%
2025-04-02 12:25:40,57.8%
2025-04-02 12:25:50,56.8%
