"Time","Grouped CPU Load"
2025-04-02 11:58:40,13.0%
2025-04-02 11:58:50,57.9%
2025-04-02 11:59:00,58.8%
2025-04-02 11:59:10,58.6%
2025-04-02 11:59:20,58.6%
2025-04-02 11:59:30,58.8%
2025-04-02 11:59:40,58.9%
2025-04-02 11:59:50,57.2%
2025-04-02 12:00:00,58.4%
2025-04-02 12:00:10,58.0%
2025-04-02 12:00:20,58.7%
2025-04-02 12:00:30,59.2%
2025-04-02 12:00:40,58.7%
2025-04-02 12:00:50,57.1%
2025-04-02 12:01:00,58.3%
2025-04-02 12:01:10,58.2%
2025-04-02 12:01:20,58.8%
2025-04-02 12:01:30,58.6%
2025-04-02 12:01:40,56.0%
2025-04-02 12:01:50,56.5%
2025-04-02 12:02:00,54.7%
2025-04-02 12:02:10,56.3%
2025-04-02 12:02:20,57.3%
2025-04-02 12:02:30,58.7%
2025-04-02 12:02:40,58.6%
2025-04-02 12:02:50,55.9%
2025-04-02 12:03:00,57.5%
2025-04-02 12:03:10,57.6%
2025-04-02 12:03:20,58.3%
2025-04-02 12:03:30,55.9%
2025-04-02 12:03:40,56.4%
