"Time","Grouped CPU Load"
2025-04-02 09:13:00,58.3%
2025-04-02 09:13:10,58.7%
2025-04-02 09:13:20,58.8%
2025-04-02 09:13:30,58.7%
2025-04-02 09:13:40,58.4%
2025-04-02 09:13:50,57.8%
2025-04-02 09:14:00,58.6%
2025-04-02 09:14:10,58.5%
2025-04-02 09:14:20,58.6%
2025-04-02 09:14:30,58.5%
2025-04-02 09:14:40,58.7%
2025-04-02 09:14:50,58.0%
2025-04-02 09:15:00,58.3%
2025-04-02 09:15:10,58.2%
2025-04-02 09:15:20,58.6%
2025-04-02 09:15:30,58.8%
2025-04-02 09:15:40,58.4%
2025-04-02 09:15:50,57.8%
2025-04-02 09:16:00,57.8%
2025-04-02 09:16:10,57.6%
2025-04-02 09:16:20,58.3%
2025-04-02 09:16:30,58.3%
2025-04-02 09:16:40,58.2%
2025-04-02 09:16:50,56.4%
2025-04-02 09:17:00,56.5%
2025-04-02 09:17:10,58.1%
2025-04-02 09:17:20,56.8%
2025-04-02 09:17:30,56.6%
2025-04-02 09:17:40,57.9%
2025-04-02 09:17:50,57.9%
2025-04-02 09:18:00,57.2%
