"Time","Grouped CPU Load"
2025-04-02 09:19:10,36.1%
2025-04-02 09:19:20,58.9%
2025-04-02 09:19:30,59.2%
2025-04-02 09:19:40,59.0%
2025-04-02 09:19:50,58.1%
2025-04-02 09:20:00,58.1%
2025-04-02 09:20:10,57.7%
2025-04-02 09:20:20,58.1%
2025-04-02 09:20:30,58.2%
2025-04-02 09:20:40,58.0%
2025-04-02 09:20:50,56.7%
2025-04-02 09:21:00,58.3%
2025-04-02 09:21:10,58.1%
2025-04-02 09:21:20,58.3%
2025-04-02 09:21:30,57.9%
2025-04-02 09:21:40,58.2%
2025-04-02 09:21:50,56.5%
2025-04-02 09:22:00,57.8%
2025-04-02 09:22:10,56.8%
2025-04-02 09:22:20,58.0%
2025-04-02 09:22:30,58.7%
2025-04-02 09:22:40,57.8%
2025-04-02 09:22:50,57.7%
2025-04-02 09:23:00,58.3%
2025-04-02 09:23:10,57.6%
2025-04-02 09:23:20,57.6%
2025-04-02 09:23:30,58.1%
2025-04-02 09:23:40,58.6%
2025-04-02 09:23:50,58.4%
2025-04-02 09:24:00,55.7%
2025-04-02 09:24:10,55.1%
