"Time","Grouped CPU Load"
2025-04-02 09:32:20,58.2%
2025-04-02 09:32:30,58.9%
2025-04-02 09:32:40,59.0%
2025-04-02 09:32:50,58.8%
2025-04-02 09:33:00,59.0%
2025-04-02 09:33:10,59.1%
2025-04-02 09:33:20,57.1%
2025-04-02 09:33:30,58.4%
2025-04-02 09:33:40,58.1%
2025-04-02 09:33:50,58.5%
2025-04-02 09:34:00,58.8%
2025-04-02 09:34:10,58.8%
2025-04-02 09:34:20,57.0%
2025-04-02 09:34:30,58.5%
2025-04-02 09:34:40,58.9%
2025-04-02 09:34:50,58.9%
2025-04-02 09:35:00,58.6%
2025-04-02 09:35:10,55.0%
2025-04-02 09:35:20,56.6%
2025-04-02 09:35:30,57.7%
2025-04-02 09:35:40,56.5%
2025-04-02 09:35:50,57.7%
2025-04-02 09:36:00,57.9%
2025-04-02 09:36:10,57.4%
2025-04-02 09:36:20,56.8%
2025-04-02 09:36:30,58.5%
2025-04-02 09:36:40,57.9%
2025-04-02 09:36:50,56.9%
2025-04-02 09:37:00,58.0%
2025-04-02 09:37:10,57.7%
2025-04-02 09:37:20,56.7%
