"Time","power {formula=""RAPL_ENERGY_PKG"", ratio=""1.0"", scope=""cpu"", sensor=""sensor"", socket=""0"", target=""rapl""}"
2025-04-03 13:56:06,6.75 W
2025-04-03 13:56:11,6.66 W
2025-04-03 13:56:16,6.78 W
2025-04-03 13:56:21,6.78 W
2025-04-03 13:56:26,6.78 W
2025-04-03 13:56:31,6.66 W
2025-04-03 13:56:36,6.68 W
2025-04-03 13:56:41,6.82 W
2025-04-03 13:56:46,6.64 W
2025-04-03 13:56:51,6.69 W
2025-04-03 13:56:56,6.40 W
2025-04-03 13:57:01,6.50 W
2025-04-03 13:57:06,7.87 W
2025-04-03 13:57:11,8.94 W
2025-04-03 13:57:16,8.75 W
2025-04-03 13:57:21,9.41 W
2025-04-03 13:57:26,6.82 W
2025-04-03 13:57:31,6.72 W
2025-04-03 13:57:36,6.68 W
2025-04-03 13:57:41,11.3 W
2025-04-03 13:57:46,12.5 W
2025-04-03 13:57:51,7.33 W
2025-04-03 13:57:56,12.6 W
2025-04-03 13:58:01,12.2 W
2025-04-03 13:58:06,7.45 W
2025-04-03 13:58:11,10.9 W
2025-04-03 13:58:16,9.85 W
2025-04-03 13:58:21,10.3 W
2025-04-03 13:58:26,9.01 W
2025-04-03 13:58:31,9.48 W
2025-04-03 13:58:36,7.91 W
2025-04-03 13:58:41,10.9 W
2025-04-03 13:58:46,7.56 W
2025-04-03 13:58:51,8.07 W
2025-04-03 13:58:56,14.8 W
2025-04-03 13:59:01,9.22 W
2025-04-03 13:59:06,7.81 W
2025-04-03 13:59:11,8.22 W
2025-04-03 13:59:16,9.82 W
2025-04-03 13:59:21,8.14 W
2025-04-03 13:59:26,9.16 W
2025-04-03 13:59:31,9.66 W
2025-04-03 13:59:36,7.85 W
2025-04-03 13:59:41,8.56 W
2025-04-03 13:59:46,9.86 W
2025-04-03 13:59:51,9.72 W
2025-04-03 13:59:56,7.17 W
2025-04-03 14:00:01,8.96 W
2025-04-03 14:00:06,9.53 W
2025-04-03 14:00:11,8.88 W
2025-04-03 14:00:16,10.1 W
2025-04-03 14:00:21,7.24 W
2025-04-03 14:00:26,7.05 W
2025-04-03 14:00:31,6.97 W
2025-04-03 14:00:36,6.94 W
