"Time","Grouped CPU Load"
2025-04-03 10:03:40,6.97%
2025-04-03 10:03:50,9.37%
2025-04-03 10:04:00,9.44%
2025-04-03 10:04:10,9.43%
2025-04-03 10:04:20,9.34%
2025-04-03 10:04:30,9.44%
2025-04-03 10:04:40,9.27%
2025-04-03 10:04:50,9.46%
2025-04-03 10:05:00,9.32%
2025-04-03 10:05:10,9.50%
2025-04-03 10:05:20,9.34%
2025-04-03 10:05:30,9.50%
2025-04-03 10:05:40,9.23%
2025-04-03 10:05:50,9.26%
2025-04-03 10:06:00,9.54%
2025-04-03 10:06:10,9.22%
2025-04-03 10:06:20,9.38%
2025-04-03 10:06:30,9.56%
2025-04-03 10:06:40,9.23%
2025-04-03 10:06:50,9.58%
2025-04-03 10:07:00,9.23%
2025-04-03 10:07:10,9.23%
2025-04-03 10:07:20,9.57%
2025-04-03 10:07:30,9.33%
2025-04-03 10:07:40,9.21%
2025-04-03 10:07:50,9.22%
2025-04-03 10:08:00,9.62%
2025-04-03 10:08:10,9.34%
2025-04-03 10:08:20,9.32%
2025-04-03 10:08:30,9.68%
2025-04-03 10:08:40,9.27%
