"Time","Grouped CPU Load"
2025-04-03 09:57:30,9.57%
2025-04-03 09:57:40,9.50%
2025-04-03 09:57:50,9.34%
2025-04-03 09:58:00,9.50%
2025-04-03 09:58:10,9.50%
2025-04-03 09:58:20,9.35%
2025-04-03 09:58:30,9.46%
2025-04-03 09:58:40,9.31%
2025-04-03 09:58:50,9.53%
2025-04-03 09:59:00,9.21%
2025-04-03 09:59:10,9.25%
2025-04-03 09:59:20,9.50%
2025-04-03 09:59:30,9.25%
2025-04-03 09:59:40,9.51%
2025-04-03 09:59:50,9.21%
2025-04-03 10:00:00,9.16%
2025-04-03 10:00:10,9.59%
2025-04-03 10:00:20,9.24%
2025-04-03 10:00:30,9.24%
2025-04-03 10:00:40,9.50%
2025-04-03 10:00:50,9.24%
2025-04-03 10:01:00,9.18%
2025-04-03 10:01:10,9.59%
2025-04-03 10:01:20,9.15%
2025-04-03 10:01:30,9.30%
2025-04-03 10:01:40,9.28%
2025-04-03 10:01:50,9.51%
2025-04-03 10:02:00,9.11%
2025-04-03 10:02:10,9.19%
2025-04-03 10:02:20,9.66%
2025-04-03 10:02:30,9.18%
