"Time","Grouped CPU Load"
2025-04-03 09:36:10,0.378%
2025-04-03 09:36:20,9.85%
2025-04-03 09:36:30,9.34%
2025-04-03 09:36:40,9.42%
2025-04-03 09:36:50,9.45%
2025-04-03 09:37:00,9.25%
2025-04-03 09:37:10,9.45%
2025-04-03 09:37:20,9.25%
2025-04-03 09:37:30,9.47%
2025-04-03 09:37:40,9.29%
2025-04-03 09:37:50,9.45%
2025-04-03 09:38:00,9.24%
2025-04-03 09:38:10,9.28%
2025-04-03 09:38:20,9.54%
2025-04-03 09:38:30,9.31%
2025-04-03 09:38:40,9.49%
2025-04-03 09:38:50,9.31%
2025-04-03 09:39:00,9.25%
2025-04-03 09:39:10,9.55%
2025-04-03 09:39:20,9.13%
2025-04-03 09:39:30,9.37%
2025-04-03 09:39:40,9.56%
2025-04-03 09:39:50,9.26%
2025-04-03 09:40:00,9.22%
2025-04-03 09:40:10,9.55%
2025-04-03 09:40:20,9.22%
2025-04-03 09:40:30,9.24%
2025-04-03 09:40:40,9.58%
2025-04-03 09:40:50,9.26%
2025-04-03 09:41:00,9.20%
2025-04-03 09:41:10,9.33%
