"Time","Grouped CPU Load"
2025-04-03 14:29:55,64.5%
2025-04-03 14:30:00,63.4%
2025-04-03 14:30:05,64.4%
2025-04-03 14:30:10,64.2%
2025-04-03 14:30:15,62.4%
2025-04-03 14:30:20,65.2%
2025-04-03 14:30:25,64.1%
2025-04-03 14:30:30,63.0%
2025-04-03 14:30:35,63.6%
2025-04-03 14:30:40,60.7%
2025-04-03 14:30:45,62.4%
2025-04-03 14:30:50,66.5%
2025-04-03 14:30:55,63.9%
2025-04-03 14:31:00,62.5%
2025-04-03 14:31:05,63.2%
2025-04-03 14:31:10,64.6%
2025-04-03 14:31:15,63.7%
2025-04-03 14:31:20,63.3%
2025-04-03 14:31:25,65.2%
2025-04-03 14:31:30,63.2%
2025-04-03 14:31:35,63.4%
2025-04-03 14:31:40,64.0%
2025-04-03 14:31:45,59.4%
2025-04-03 14:31:50,63.0%
2025-04-03 14:31:55,65.6%
2025-04-03 14:32:00,66.4%
2025-04-03 14:32:05,65.0%
2025-04-03 14:32:10,60.1%
2025-04-03 14:32:15,64.7%
2025-04-03 14:32:20,67.2%
2025-04-03 14:32:25,61.7%
2025-04-03 14:32:30,66.5%
2025-04-03 14:32:35,65.3%
2025-04-03 14:32:40,59.6%
2025-04-03 14:32:45,62.1%
2025-04-03 14:32:50,58.3%
2025-04-03 14:32:55,62.3%
2025-04-03 14:33:00,63.5%
2025-04-03 14:33:05,64.1%
2025-04-03 14:33:10,63.4%
2025-04-03 14:33:15,63.9%
2025-04-03 14:33:20,64.5%
2025-04-03 14:33:25,63.1%
2025-04-03 14:33:30,64.9%
2025-04-03 14:33:35,63.8%
2025-04-03 14:33:40,61.4%
2025-04-03 14:33:45,67.9%
2025-04-03 14:33:50,61.7%
2025-04-03 14:33:55,65.8%
2025-04-03 14:34:00,64.4%
2025-04-03 14:34:05,64.0%
2025-04-03 14:34:10,64.9%
2025-04-03 14:34:15,65.0%
2025-04-03 14:34:20,62.8%
2025-04-03 14:34:25,64.1%
2025-04-03 14:34:30,65.1%
2025-04-03 14:34:35,61.7%
2025-04-03 14:34:40,64.5%
2025-04-03 14:34:45,60.7%
2025-04-03 14:34:50,66.8%
2025-04-03 14:34:55,65.5%
