"Time","Grouped CPU Load"
2025-04-14 10:11:05,75.3%
2025-04-14 10:11:10,78.1%
2025-04-14 10:11:15,79.5%
2025-04-14 10:11:20,78.6%
2025-04-14 10:11:25,80.2%
2025-04-14 10:11:30,78.0%
2025-04-14 10:11:35,76.8%
2025-04-14 10:11:40,79.5%
2025-04-14 10:11:45,78.6%
2025-04-14 10:11:50,78.8%
2025-04-14 10:11:55,79.6%
2025-04-14 10:12:00,79.2%
2025-04-14 10:12:05,78.8%
2025-04-14 10:12:10,78.6%
2025-04-14 10:12:15,79.6%
2025-04-14 10:12:20,80.5%
2025-04-14 10:12:25,80.0%
2025-04-14 10:12:30,79.2%
2025-04-14 10:12:35,74.8%
2025-04-14 10:12:40,80.2%
2025-04-14 10:12:45,78.8%
2025-04-14 10:12:50,79.7%
2025-04-14 10:12:55,79.4%
2025-04-14 10:13:00,80.1%
2025-04-14 10:13:05,80.2%
2025-04-14 10:13:10,80.7%
2025-04-14 10:13:15,79.7%
2025-04-14 10:13:20,79.8%
2025-04-14 10:13:25,80.1%
2025-04-14 10:13:30,78.4%
2025-04-14 10:13:35,75.5%
2025-04-14 10:13:40,79.5%
2025-04-14 10:13:45,79.5%
2025-04-14 10:13:50,79.9%
2025-04-14 10:13:55,79.7%
2025-04-14 10:14:00,80.3%
2025-04-14 10:14:05,80.1%
2025-04-14 10:14:10,78.2%
2025-04-14 10:14:15,79.7%
2025-04-14 10:14:20,79.5%
2025-04-14 10:14:25,79.8%
2025-04-14 10:14:30,76.9%
2025-04-14 10:14:35,76.8%
2025-04-14 10:14:40,79.6%
2025-04-14 10:14:45,79.7%
2025-04-14 10:14:50,79.5%
2025-04-14 10:14:55,75.0%
2025-04-14 10:15:00,79.4%
2025-04-14 10:15:05,79.9%
2025-04-14 10:15:10,79.6%
2025-04-14 10:15:15,79.1%
2025-04-14 10:15:20,78.8%
2025-04-14 10:15:25,80.1%
2025-04-14 10:15:30,80.1%
2025-04-14 10:15:35,74.8%
2025-04-14 10:15:40,79.0%
2025-04-14 10:15:45,78.5%
2025-04-14 10:15:50,79.4%
2025-04-14 10:15:55,80.3%
2025-04-14 10:16:00,79.6%
2025-04-14 10:16:05,64.9%
