"Time","Grouped CPU Load"
2025-04-03 14:36:30,59.5%
2025-04-03 14:36:35,63.0%
2025-04-03 14:36:40,64.3%
2025-04-03 14:36:45,60.0%
2025-04-03 14:36:50,59.8%
2025-04-03 14:36:55,58.9%
2025-04-03 14:37:00,58.3%
2025-04-03 14:37:05,61.4%
2025-04-03 14:37:10,60.1%
2025-04-03 14:37:15,47.2%
2025-04-03 14:37:20,43.7%
2025-04-03 14:37:25,51.9%
2025-04-03 14:37:30,63.2%
2025-04-03 14:37:35,64.9%
2025-04-03 14:37:40,63.4%
2025-04-03 14:37:45,61.7%
2025-04-03 14:37:50,58.8%
2025-04-03 14:37:55,59.6%
2025-04-03 14:38:00,63.4%
2025-04-03 14:38:05,64.0%
2025-04-03 14:38:10,62.7%
2025-04-03 14:38:15,65.4%
2025-04-03 14:38:20,61.5%
2025-04-03 14:38:25,62.5%
2025-04-03 14:38:30,63.5%
2025-04-03 14:38:35,63.8%
2025-04-03 14:38:40,64.2%
2025-04-03 14:38:45,64.0%
2025-04-03 14:38:50,63.3%
2025-04-03 14:38:55,63.0%
2025-04-03 14:39:00,65.2%
2025-04-03 14:39:05,64.7%
2025-04-03 14:39:10,63.8%
2025-04-03 14:39:15,62.6%
2025-04-03 14:39:20,65.6%
2025-04-03 14:39:25,64.1%
2025-04-03 14:39:30,63.4%
2025-04-03 14:39:35,63.3%
2025-04-03 14:39:40,63.4%
2025-04-03 14:39:45,62.2%
2025-04-03 14:39:50,62.1%
2025-04-03 14:39:55,66.3%
2025-04-03 14:40:00,64.1%
2025-04-03 14:40:05,63.6%
2025-04-03 14:40:10,62.6%
2025-04-03 14:40:15,64.1%
2025-04-03 14:40:20,64.2%
2025-04-03 14:40:25,65.7%
2025-04-03 14:40:30,61.2%
2025-04-03 14:40:35,63.2%
2025-04-03 14:40:40,66.3%
2025-04-03 14:40:45,60.2%
2025-04-03 14:40:50,63.1%
2025-04-03 14:40:55,63.6%
2025-04-03 14:41:00,67.6%
2025-04-03 14:41:05,65.1%
2025-04-03 14:41:10,64.2%
2025-04-03 14:41:15,63.1%
2025-04-03 14:41:20,63.7%
2025-04-03 14:41:25,64.1%
2025-04-03 14:41:30,64.3%
