"Time","Grouped CPU Load"
2025-04-03 10:43:20,5.36%
2025-04-03 10:43:30,8.27%
2025-04-03 10:43:40,8.11%
2025-04-03 10:43:50,8.31%
2025-04-03 10:44:00,8.11%
2025-04-03 10:44:10,8.09%
2025-04-03 10:44:20,8.11%
2025-04-03 10:44:30,8.38%
2025-04-03 10:44:40,8.12%
2025-04-03 10:44:50,8.11%
2025-04-03 10:45:00,8.01%
2025-04-03 10:45:10,8.09%
2025-04-03 10:45:20,8.58%
2025-04-03 10:45:30,8.09%
2025-04-03 10:45:40,8.08%
2025-04-03 10:45:50,8.07%
2025-04-03 10:46:00,8.02%
2025-04-03 10:46:10,8.00%
2025-04-03 10:46:20,7.97%
2025-04-03 10:46:30,8.56%
2025-04-03 10:46:40,8.10%
2025-04-03 10:46:50,8.09%
2025-04-03 10:47:00,8.07%
2025-04-03 10:47:10,8.03%
2025-04-03 10:47:20,8.70%
2025-04-03 10:47:30,8.03%
2025-04-03 10:47:40,8.07%
2025-04-03 10:47:50,8.05%
2025-04-03 10:48:00,8.06%
2025-04-03 10:48:10,8.02%
2025-04-03 10:48:20,8.75%
