"Time","Grouped CPU Load"
2025-04-03 10:30:20,1.20%
2025-04-03 10:30:30,8.42%
2025-04-03 10:30:40,8.13%
2025-04-03 10:30:50,8.10%
2025-04-03 10:31:00,8.30%
2025-04-03 10:31:10,8.12%
2025-04-03 10:31:20,8.10%
2025-04-03 10:31:30,8.10%
2025-04-03 10:31:40,8.44%
2025-04-03 10:31:50,8.12%
2025-04-03 10:32:00,8.06%
2025-04-03 10:32:10,8.09%
2025-04-03 10:32:20,8.07%
2025-04-03 10:32:30,8.09%
2025-04-03 10:32:40,8.50%
2025-04-03 10:32:50,8.08%
2025-04-03 10:33:00,8.10%
2025-04-03 10:33:10,8.10%
2025-04-03 10:33:20,8.05%
2025-04-03 10:33:30,8.04%
2025-04-03 10:33:40,8.04%
2025-04-03 10:33:50,8.60%
2025-04-03 10:34:00,8.03%
2025-04-03 10:34:10,8.06%
2025-04-03 10:34:20,8.80%
2025-04-03 10:34:30,8.08%
2025-04-03 10:34:40,8.06%
2025-04-03 10:34:50,8.05%
2025-04-03 10:35:00,7.99%
2025-04-03 10:35:10,8.00%
2025-04-03 10:35:20,8.86%
