"Time","Grouped CPU Load"
2025-04-03 10:19:10,4.96%
2025-04-03 10:19:20,8.00%
2025-04-03 10:19:30,7.99%
2025-04-03 10:19:40,8.17%
2025-04-03 10:19:50,7.98%
2025-04-03 10:20:00,7.98%
2025-04-03 10:20:10,8.27%
2025-04-03 10:20:20,8.00%
2025-04-03 10:20:30,8.00%
2025-04-03 10:20:40,7.95%
2025-04-03 10:20:50,7.91%
2025-04-03 10:21:00,7.90%
2025-04-03 10:21:10,8.39%
2025-04-03 10:21:20,7.95%
2025-04-03 10:21:30,7.97%
2025-04-03 10:21:40,7.93%
2025-04-03 10:21:50,7.93%
2025-04-03 10:22:00,7.89%
2025-04-03 10:22:10,7.96%
2025-04-03 10:22:20,8.41%
2025-04-03 10:22:30,7.99%
2025-04-03 10:22:40,7.96%
2025-04-03 10:22:50,7.92%
2025-04-03 10:23:00,7.93%
2025-04-03 10:23:10,7.87%
2025-04-03 10:23:20,8.48%
2025-04-03 10:23:30,7.89%
2025-04-03 10:23:40,7.89%
2025-04-03 10:23:50,7.90%
2025-04-03 10:24:00,7.86%
2025-04-03 10:24:10,7.94%
