"Time","Grouped CPU Load"
2025-04-03 15:23:00,39.9%
2025-04-03 15:23:10,51.1%
2025-04-03 15:23:20,51.0%
2025-04-03 15:23:30,51.5%
2025-04-03 15:23:40,51.5%
2025-04-03 15:23:50,52.6%
2025-04-03 15:24:00,49.6%
2025-04-03 15:24:10,49.9%
2025-04-03 15:24:20,51.5%
2025-04-03 15:24:30,50.9%
2025-04-03 15:24:40,52.4%
2025-04-03 15:24:50,54.0%
2025-04-03 15:25:00,50.7%
2025-04-03 15:25:10,50.8%
2025-04-03 15:25:20,51.6%
2025-04-03 15:25:30,50.2%
2025-04-03 15:25:40,49.7%
2025-04-03 15:25:50,52.3%
2025-04-03 15:26:00,50.2%
2025-04-03 15:26:10,50.6%
2025-04-03 15:26:20,52.3%
2025-04-03 15:26:30,52.5%
2025-04-03 15:26:40,51.8%
2025-04-03 15:26:50,52.5%
2025-04-03 15:27:00,47.1%
2025-04-03 15:27:10,51.0%
2025-04-03 15:27:20,51.0%
2025-04-03 15:27:30,53.0%
2025-04-03 15:27:40,51.7%
2025-04-03 15:27:50,50.3%
2025-04-03 15:28:00,51.7%
