"Time","Grouped CPU Load"
2025-04-03 14:55:50,5.89%
2025-04-03 14:56:00,51.3%
2025-04-03 14:56:10,51.6%
2025-04-03 14:56:20,50.5%
2025-04-03 14:56:30,51.4%
2025-04-03 14:56:40,51.8%
2025-04-03 14:56:50,50.9%
2025-04-03 14:57:00,48.6%
2025-04-03 14:57:10,52.6%
2025-04-03 14:57:20,50.6%
2025-04-03 14:57:30,51.9%
2025-04-03 14:57:40,51.2%
2025-04-03 14:57:50,50.4%
2025-04-03 14:58:00,49.8%
2025-04-03 14:58:10,50.6%
2025-04-03 14:58:20,50.8%
2025-04-03 14:58:30,51.2%
2025-04-03 14:58:40,52.2%
2025-04-03 14:58:50,52.7%
2025-04-03 14:59:00,50.3%
2025-04-03 14:59:10,51.3%
2025-04-03 14:59:20,50.9%
2025-04-03 14:59:30,51.1%
2025-04-03 14:59:40,51.9%
2025-04-03 14:59:50,52.0%
2025-04-03 15:00:00,50.2%
2025-04-03 15:00:10,51.3%
2025-04-03 15:00:20,51.1%
2025-04-03 15:00:30,52.6%
2025-04-03 15:00:40,54.1%
2025-04-03 15:00:50,53.7%
