"Time","Grouped CPU Load"
2025-04-03 14:50:10,27.0%
2025-04-03 14:50:20,52.1%
2025-04-03 14:50:30,51.7%
2025-04-03 14:50:40,50.2%
2025-04-03 14:50:50,51.9%
2025-04-03 14:51:00,50.9%
2025-04-03 14:51:10,49.2%
2025-04-03 14:51:20,52.1%
2025-04-03 14:51:30,50.2%
2025-04-03 14:51:40,53.0%
2025-04-03 14:51:50,50.4%
2025-04-03 14:52:00,51.7%
2025-04-03 14:52:10,51.6%
2025-04-03 14:52:20,52.8%
2025-04-03 14:52:30,51.3%
2025-04-03 14:52:40,51.7%
2025-04-03 14:52:50,50.5%
2025-04-03 14:53:00,51.8%
2025-04-03 14:53:10,50.4%
2025-04-03 14:53:20,51.4%
2025-04-03 14:53:30,52.3%
2025-04-03 14:53:40,51.3%
2025-04-03 14:53:50,51.1%
2025-04-03 14:54:00,51.8%
2025-04-03 14:54:10,49.6%
2025-04-03 14:54:20,50.3%
2025-04-03 14:54:30,49.0%
2025-04-03 14:54:40,51.2%
2025-04-03 14:54:50,51.7%
2025-04-03 14:55:00,51.5%
2025-04-03 14:55:10,53.5%
