"Time","Grouped CPU Load"
2025-04-02 08:58:30,50.8%
2025-04-02 08:58:40,59.1%
2025-04-02 08:58:50,58.8%
2025-04-02 08:59:00,59.0%
2025-04-02 08:59:10,58.7%
2025-04-02 08:59:20,59.0%
2025-04-02 08:59:30,58.3%
2025-04-02 08:59:40,58.6%
2025-04-02 08:59:50,58.4%
2025-04-02 09:00:00,58.7%
2025-04-02 09:00:10,58.2%
2025-04-02 09:00:20,57.6%
2025-04-02 09:00:30,57.7%
2025-04-02 09:00:40,58.6%
2025-04-02 09:00:50,58.1%
2025-04-02 09:01:00,58.1%
2025-04-02 09:01:10,58.2%
2025-04-02 09:01:20,58.6%
2025-04-02 09:01:30,57.5%
2025-04-02 09:01:40,57.9%
2025-04-02 09:01:50,58.7%
2025-04-02 09:02:00,57.8%
2025-04-02 09:02:10,56.8%
2025-04-02 09:02:20,56.4%
2025-04-02 09:02:30,57.5%
2025-04-02 09:02:40,57.9%
2025-04-02 09:02:50,58.2%
2025-04-02 09:03:00,58.6%
2025-04-02 09:03:10,58.3%
2025-04-02 09:03:20,58.5%
2025-04-02 09:03:30,56.9%
