"Time","Grouped CPU Load"
2025-04-03 10:30:00,64.1%
2025-04-03 10:30:05,63.5%
2025-04-03 10:30:10,61.5%
2025-04-03 10:30:15,63.3%
2025-04-03 10:30:20,64.5%
2025-04-03 10:30:25,65.0%
2025-04-03 10:30:30,66.7%
2025-04-03 10:30:35,65.1%
2025-04-03 10:30:40,64.4%
2025-04-03 10:30:45,62.9%
2025-04-03 10:30:50,65.2%
2025-04-03 10:30:55,66.3%
2025-04-03 10:31:00,65.5%
2025-04-03 10:31:05,64.7%
2025-04-03 10:31:10,63.5%
2025-04-03 10:31:15,65.5%
2025-04-03 10:31:20,62.8%
2025-04-03 10:31:25,62.9%
2025-04-03 10:31:30,62.4%
2025-04-03 10:31:35,62.2%
2025-04-03 10:31:40,63.7%
2025-04-03 10:31:45,64.1%
2025-04-03 10:31:50,63.6%
2025-04-03 10:31:55,65.5%
2025-04-03 10:32:00,62.8%
2025-04-03 10:32:05,67.1%
2025-04-03 10:32:10,64.6%
2025-04-03 10:32:15,63.6%
2025-04-03 10:32:20,63.0%
2025-04-03 10:32:25,63.8%
2025-04-03 10:32:30,65.1%
2025-04-03 10:32:35,63.5%
2025-04-03 10:32:40,61.0%
2025-04-03 10:32:45,62.6%
2025-04-03 10:32:50,63.3%
2025-04-03 10:32:55,63.9%
2025-04-03 10:33:00,63.8%
2025-04-03 10:33:05,65.6%
2025-04-03 10:33:10,63.1%
2025-04-03 10:33:15,68.0%
2025-04-03 10:33:20,63.8%
2025-04-03 10:33:25,63.6%
2025-04-03 10:33:30,63.0%
2025-04-03 10:33:35,62.5%
2025-04-03 10:33:40,63.4%
2025-04-03 10:33:45,62.6%
2025-04-03 10:33:50,64.2%
2025-04-03 10:33:55,61.0%
2025-04-03 10:34:00,64.5%
2025-04-03 10:34:05,62.4%
2025-04-03 10:34:10,61.4%
2025-04-03 10:34:15,63.8%
2025-04-03 10:34:20,64.0%
2025-04-03 10:34:25,65.7%
2025-04-03 10:34:30,68.3%
2025-04-03 10:34:35,69.8%
2025-04-03 10:34:40,63.5%
2025-04-03 10:34:45,63.7%
2025-04-03 10:34:50,66.2%
2025-04-03 10:34:55,64.7%
2025-04-03 10:35:00,68.2%
