"Time","Grouped CPU Load"
2025-04-03 10:49:45,64.1%
2025-04-03 10:49:50,63.1%
2025-04-03 10:49:55,65.8%
2025-04-03 10:50:00,64.5%
2025-04-03 10:50:05,64.1%
2025-04-03 10:50:10,65.7%
2025-04-03 10:50:15,64.7%
2025-04-03 10:50:20,63.2%
2025-04-03 10:50:25,63.0%
2025-04-03 10:50:30,67.6%
2025-04-03 10:50:35,62.3%
2025-04-03 10:50:40,65.6%
2025-04-03 10:50:45,63.5%
2025-04-03 10:50:50,63.7%
2025-04-03 10:50:55,64.3%
2025-04-03 10:51:00,65.5%
2025-04-03 10:51:05,63.4%
2025-04-03 10:51:10,65.1%
2025-04-03 10:51:15,65.5%
2025-04-03 10:51:20,63.6%
2025-04-03 10:51:25,64.3%
2025-04-03 10:51:30,66.4%
2025-04-03 10:51:35,64.7%
2025-04-03 10:51:40,64.0%
2025-04-03 10:51:45,63.6%
2025-04-03 10:51:50,66.6%
2025-04-03 10:51:55,64.8%
2025-04-03 10:52:00,64.7%
2025-04-03 10:52:05,64.0%
2025-04-03 10:52:10,65.1%
2025-04-03 10:52:15,63.8%
2025-04-03 10:52:20,65.8%
2025-04-03 10:52:25,64.4%
2025-04-03 10:52:30,66.8%
2025-04-03 10:52:35,63.9%
2025-04-03 10:52:40,65.1%
2025-04-03 10:52:45,63.5%
2025-04-03 10:52:50,64.0%
2025-04-03 10:52:55,64.5%
2025-04-03 10:53:00,64.3%
2025-04-03 10:53:05,63.0%
2025-04-03 10:53:10,63.7%
2025-04-03 10:53:15,63.3%
2025-04-03 10:53:20,65.9%
2025-04-03 10:53:25,64.7%
2025-04-03 10:53:30,64.6%
2025-04-03 10:53:35,64.1%
2025-04-03 10:53:40,65.1%
2025-04-03 10:53:45,65.6%
2025-04-03 10:53:50,64.9%
2025-04-03 10:53:55,65.2%
2025-04-03 10:54:00,63.5%
2025-04-03 10:54:05,62.7%
2025-04-03 10:54:10,67.5%
2025-04-03 10:54:15,68.8%
2025-04-03 10:54:20,62.5%
2025-04-03 10:54:25,64.7%
2025-04-03 10:54:30,65.3%
2025-04-03 10:54:35,64.0%
2025-04-03 10:54:40,63.2%
2025-04-03 10:54:45,66.3%
