"Time","Grouped CPU Load"
2025-04-03 10:43:15,65.3%
2025-04-03 10:43:20,67.2%
2025-04-03 10:43:25,64.4%
2025-04-03 10:43:30,64.7%
2025-04-03 10:43:35,63.5%
2025-04-03 10:43:40,62.2%
2025-04-03 10:43:45,65.3%
2025-04-03 10:43:50,62.9%
2025-04-03 10:43:55,63.5%
2025-04-03 10:44:00,66.6%
2025-04-03 10:44:05,64.7%
2025-04-03 10:44:10,68.5%
2025-04-03 10:44:15,64.5%
2025-04-03 10:44:20,65.2%
2025-04-03 10:44:25,64.0%
2025-04-03 10:44:30,66.2%
2025-04-03 10:44:35,64.9%
2025-04-03 10:44:40,63.7%
2025-04-03 10:44:45,68.1%
2025-04-03 10:44:50,68.3%
2025-04-03 10:44:55,68.8%
2025-04-03 10:45:00,68.9%
2025-04-03 10:45:05,66.8%
2025-04-03 10:45:10,66.0%
2025-04-03 10:45:15,67.6%
2025-04-03 10:45:20,65.7%
2025-04-03 10:45:25,65.4%
2025-04-03 10:45:30,62.0%
2025-04-03 10:45:35,64.3%
2025-04-03 10:45:40,65.4%
2025-04-03 10:45:45,66.2%
2025-04-03 10:45:50,66.4%
2025-04-03 10:45:55,66.4%
2025-04-03 10:46:00,63.4%
2025-04-03 10:46:05,65.7%
2025-04-03 10:46:10,63.8%
2025-04-03 10:46:15,63.2%
2025-04-03 10:46:20,62.2%
2025-04-03 10:46:25,63.7%
2025-04-03 10:46:30,62.6%
2025-04-03 10:46:35,62.0%
2025-04-03 10:46:40,63.2%
2025-04-03 10:46:45,63.5%
2025-04-03 10:46:50,62.7%
2025-04-03 10:46:55,63.7%
2025-04-03 10:47:00,65.2%
2025-04-03 10:47:05,64.7%
2025-04-03 10:47:10,64.7%
2025-04-03 10:47:15,62.0%
2025-04-03 10:47:20,60.3%
2025-04-03 10:47:25,61.9%
2025-04-03 10:47:30,65.1%
2025-04-03 10:47:35,63.7%
2025-04-03 10:47:40,63.4%
2025-04-03 10:47:45,62.6%
2025-04-03 10:47:50,68.4%
2025-04-03 10:47:55,62.0%
2025-04-03 10:48:00,65.2%
2025-04-03 10:48:05,65.7%
2025-04-03 10:48:10,69.8%
2025-04-03 10:48:15,68.0%
