"Time","Grouped CPU Load"
2025-04-03 10:36:15,68.2%
2025-04-03 10:36:20,63.7%
2025-04-03 10:36:25,63.0%
2025-04-03 10:36:30,62.9%
2025-04-03 10:36:35,61.6%
2025-04-03 10:36:40,62.8%
2025-04-03 10:36:45,61.2%
2025-04-03 10:36:50,61.9%
2025-04-03 10:36:55,63.7%
2025-04-03 10:37:00,65.6%
2025-04-03 10:37:05,64.9%
2025-04-03 10:37:10,63.7%
2025-04-03 10:37:15,66.6%
2025-04-03 10:37:20,64.6%
2025-04-03 10:37:25,65.1%
2025-04-03 10:37:30,66.0%
2025-04-03 10:37:35,64.7%
2025-04-03 10:37:40,62.4%
2025-04-03 10:37:45,62.8%
2025-04-03 10:37:50,61.9%
2025-04-03 10:37:55,62.4%
2025-04-03 10:38:00,60.3%
2025-04-03 10:38:05,69.7%
2025-04-03 10:38:10,61.2%
2025-04-03 10:38:15,63.0%
2025-04-03 10:38:20,62.2%
2025-04-03 10:38:25,65.6%
2025-04-03 10:38:30,65.4%
2025-04-03 10:38:35,64.3%
2025-04-03 10:38:40,66.8%
2025-04-03 10:38:45,67.2%
2025-04-03 10:38:50,64.2%
2025-04-03 10:38:55,67.4%
2025-04-03 10:39:00,67.0%
2025-04-03 10:39:05,67.1%
2025-04-03 10:39:10,66.6%
2025-04-03 10:39:15,66.3%
2025-04-03 10:39:20,64.6%
2025-04-03 10:39:25,63.7%
2025-04-03 10:39:30,64.6%
2025-04-03 10:39:35,63.1%
2025-04-03 10:39:40,64.8%
2025-04-03 10:39:45,64.2%
2025-04-03 10:39:50,64.4%
2025-04-03 10:39:55,64.2%
2025-04-03 10:40:00,65.6%
2025-04-03 10:40:05,66.0%
2025-04-03 10:40:10,62.9%
2025-04-03 10:40:15,62.4%
2025-04-03 10:40:20,63.0%
2025-04-03 10:40:25,63.3%
2025-04-03 10:40:30,63.8%
2025-04-03 10:40:35,62.1%
2025-04-03 10:40:40,62.5%
2025-04-03 10:40:45,64.3%
2025-04-03 10:40:50,63.9%
2025-04-03 10:40:55,62.3%
2025-04-03 10:41:00,64.0%
2025-04-03 10:41:05,65.1%
2025-04-03 10:41:10,63.5%
2025-04-03 10:41:15,63.4%
