"Time","Grouped CPU Load"
2025-04-02 09:04:50,42.3%
2025-04-02 09:05:00,58.8%
2025-04-02 09:05:10,58.4%
2025-04-02 09:05:20,58.6%
2025-04-02 09:05:30,58.7%
2025-04-02 09:05:40,58.5%
2025-04-02 09:05:50,55.3%
2025-04-02 09:06:00,55.2%
2025-04-02 09:06:10,58.3%
2025-04-02 09:06:20,58.7%
2025-04-02 09:06:30,58.8%
2025-04-02 09:06:40,58.6%
2025-04-02 09:06:50,57.1%
2025-04-02 09:07:00,58.1%
2025-04-02 09:07:10,58.0%
2025-04-02 09:07:20,57.7%
2025-04-02 09:07:30,58.0%
2025-04-02 09:07:40,57.6%
2025-04-02 09:07:50,57.7%
2025-04-02 09:08:00,59.0%
2025-04-02 09:08:10,57.2%
2025-04-02 09:08:20,56.3%
2025-04-02 09:08:30,56.7%
2025-04-02 09:08:40,54.4%
2025-04-02 09:08:50,55.3%
2025-04-02 09:09:00,57.6%
2025-04-02 09:09:10,57.1%
2025-04-02 09:09:20,57.2%
2025-04-02 09:09:30,57.7%
2025-04-02 09:09:40,56.9%
2025-04-02 09:09:50,56.7%
