"Time","Grouped CPU Load"
2025-04-02 08:52:10,57.8%
2025-04-02 08:52:20,57.8%
2025-04-02 08:52:30,57.9%
2025-04-02 08:52:40,57.4%
2025-04-02 08:52:50,55.7%
2025-04-02 08:53:00,55.5%
2025-04-02 08:53:10,55.4%
2025-04-02 08:53:20,57.1%
2025-04-02 08:53:30,58.3%
2025-04-02 08:53:40,58.6%
2025-04-02 08:53:50,58.6%
2025-04-02 08:54:00,57.7%
2025-04-02 08:54:10,58.6%
2025-04-02 08:54:20,58.4%
2025-04-02 08:54:30,58.5%
2025-04-02 08:54:40,58.7%
2025-04-02 08:54:50,58.6%
2025-04-02 08:55:00,57.7%
2025-04-02 08:55:10,58.5%
2025-04-02 08:55:20,58.7%
2025-04-02 08:55:30,58.6%
2025-04-02 08:55:40,58.7%
2025-04-02 08:55:50,58.6%
2025-04-02 08:56:00,58.0%
2025-04-02 08:56:10,58.9%
2025-04-02 08:56:20,58.8%
2025-04-02 08:56:30,58.6%
2025-04-02 08:56:40,58.3%
2025-04-02 08:56:50,58.9%
2025-04-02 08:57:00,56.9%
2025-04-02 08:57:10,57.9%
